DiscriminatorLoss,GeneratorLoss
18.268441170758738,533.2442996845598
2.1169810549566184,22.81062178752895
1.0130110373693622,4.418794496076404
1.0838726119664166,3.0479623231695028
1.0088812435560266,2.5432126971110147
1.1550671642545678,2.937530998144026
1.2031624275298514,2.3281100875300127
0.8976708566215528,2.7768770099114333
0.8180224564534645,2.8517621807802374
0.7780825996178481,2.3329405552458167
0.778544542131526,2.1233311786564055
0.8034302087550753,2.042564265354018
0.8542008025267881,1.7771780512971498
0.9591645121892035,1.5282656848844938
0.9178826743607393,1.5841611840307326
0.8910987526868868,1.5115474814944405
1.00246174723269,1.284322941905376
1.1818186624719658,1.1579997416057446
1.3080565069868566,0.9529699695894738
1.4151066744681084,0.8347706660227824
1.5084337167876865,0.7698316650604958
1.5191661591906587,0.7366219442734794
1.5443085437024269,0.704570447437403
1.654079867911847,0.6614501760777111
1.684377618140927,0.6374424871633846
1.7554991740225863,0.6020240496716309
1.8190554553320057,0.5820562086578207
1.845311586673443,0.5643451281230244
1.8563781457437865,0.5634691833179234
1.8998782154141587,0.5364239937569721
1.965109822924652,0.536398286837135
2.0346237710496693,0.503970002277346
2.132349427261211,0.4682880698861183
2.2077577232320182,0.46712655508485074
2.2623232301459253,0.45675365860203665
2.3035938327681476,0.44899377732281337
2.352021226129452,0.43189744865375057
2.4164587350992055,0.4204409406403903
2.4780125543958507,0.39432727417755836
2.5639492821317784,0.3808883494171862
2.6547991468245726,0.3641197800332468
2.7275585441593773,0.35046310094465694
2.831045714542753,0.33161870499967533
2.941072170330044,0.30923266790330795
3.0794419367297916,0.2828946588517782
3.2534204951251846,0.2537479236431979
3.4374497178752077,0.23290445662489415
3.626714833032433,0.2021431424642073
3.818124901486062,0.18143260359515517
4.02608636620975,0.157802004008049
